PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jordan Clarkson,CLE,26,19,12,7,15,4.7,1.9,6.5,30.1,0.6,2.4,23.9,0.3,0.3,83.3,0.5,1.2,1.7,0.7,0.7,0.4,0.2,1.1,8.8,0,0,-2
Cory Joseph,IND,26,7,3,4,20.5,4.7,1.7,4.7,36.4,0.4,1.6,27.3,0.9,0.9,100,0.3,2.1,2.4,3,0.6,1.3,0.3,1.4,16.3,0,0,1.3
Nemanja Bjelica,MIN,30,5,1,4,9.4,4.6,1.4,3.2,43.8,0.8,1.4,57.1,1,1.4,71.4,0.8,2.2,3,0.6,0.2,0.6,0,1.2,10.7,0,0,-2
Bryn Forbes,SAS,24,4,0,4,13.5,4.3,1.3,4.3,29.4,0.5,2.3,22.2,1.3,1.8,71.4,0.3,0.5,0.8,0.5,0,0,0,0.8,5.9,0,0,-4
Danny Green,SAS,31,5,1,4,20.6,4.2,1.6,6,26.7,1,4,25,0,0,0,0.8,1.4,2.2,0.2,0.4,0.2,0.8,1.6,9.7,0,0,-9.4
Kevon Looney,GSW,22,21,16,5,18.4,4.1,1.9,3.4,54.2,0,0.1,0,0.4,1,38.1,2,2.2,4.2,0.9,0.4,0.7,0.4,2.4,13.3,0,0,2.8
Alex Abrines,OKC,24,6,2,4,18.3,4,1.3,3.3,40,1,2.2,46.2,0.3,0.3,100,0.5,2.2,2.7,0.3,0.2,0.8,0.3,1.8,11,0,0,4
Meyers Leonard,POR,26,2,0,2,4.1,4,2,2,100,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6.4,0,0,6
Pat Connaughton,POR,25,4,0,4,14.8,4,1.5,3.8,40,0.5,2.5,20,0.5,0.5,100,0.5,0.5,1,1.5,0.3,0.3,0.3,2.3,8.7,0,0,-5.8
Shane Larkin,BOS,25,11,7,4,14,3.7,1.5,3.2,45.7,0.4,1.2,30.8,0.5,0.5,100,0.1,0.9,1,1.8,0.5,0.5,0,1.4,8.5,0,0,-1.3
Solomon Hill,NOP,27,9,5,4,12.7,3.7,1,2.8,36,0.7,1.8,37.5,1,1.1,90,0.7,1.2,1.9,0.8,0.7,0.1,0.1,1.9,7.1,0,0,-2.1
Bam Adebayo,MIA,20,5,1,4,15.4,3.4,1.4,3,46.7,0,0.2,0,0.6,2.8,21.4,1.8,2.2,4,0,0.4,0,0.4,1.6,9,0,0,-5.6
Davis Bertans,SAS,25,5,1,4,16.5,3.4,0.6,3.6,16.7,0.6,3.2,18.8,1.6,2.2,72.7,0.2,2,2.2,1.2,0.2,0.4,0,2,8.8,0,0,0.6
Gorgui Dieng,MIN,28,5,1,4,14.1,3.4,1.2,3.6,33.3,0.4,1,40,0.6,0.8,75,0.6,3,3.6,0.8,0.2,0.4,0.8,1.2,12.3,0,0,-0.2
David West,GSW,37,18,14,4,9.7,3.3,1.5,2.5,60,0.1,0.1,50,0.2,0.2,100,0.6,1.4,2.1,1.8,0.6,0.3,0.6,1.3,10.5,0,0,0.1
Amir Johnson,PHI,31,8,4,4,11.7,3.3,1.4,2.6,52.4,0,0,0,0.5,0.6,80,1.8,1.1,2.9,1.1,0.4,0.3,0.1,1.3,9.1,0,0,2.4
Caleb Swanigan,POR,21,1,0,1,7.9,3,0,2,0,0,1,0,3,4,75,0,2,2,1,1,0,0,1,5.9,0,0,11
Furkan Korkmaz,PHI,20,1,1,0,1.6,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3
Nene,HOU,35,11,8,3,9.8,2.8,1.1,1.8,60,0,0,0,0.6,1,63.6,0.5,2,2.5,0.5,0.7,0.2,0.5,1.6,7.7,0,0,1.6
Luc Mbah a Moute,HOU,31,9,5,4,16.6,2.8,1,4,25,0.3,1.7,20,0.4,0.8,57.1,0.3,2.1,2.4,0.3,0.7,0.7,0.4,0.9,8.9,0,0,-7.3
Ed Davis,POR,29,4,0,4,17.7,2.8,1.3,2.5,50,0,0,0,0.3,1,25,1.3,6.8,8,0,1,0,0.3,1.8,12.1,0,0,0
Tony Snell,MIL,26,7,3,4,19.1,2.7,1,3.4,29.2,0.7,3,23.8,0,0,0,0.1,1.7,1.9,0.6,0.4,0.4,0.6,1.4,8.4,0,0,-0.9
Raul Neto,UTA,26,8,3,5,9,2.6,0.9,2.9,30.4,0.3,0.9,28.6,0.6,0.6,100,0.3,1,1.3,1.3,0.5,0.3,0,0.9,6.3,0,0,0.4
Nick Young,GSW,33,20,15,5,10.3,2.6,0.8,2.7,30.2,0.7,2.4,29.8,0.3,0.4,75,0.1,0.6,0.6,0.2,0.1,0.1,0,0.9,3.7,0,0,1.1
Trevor Booker,IND,30,7,3,4,9.1,2.6,0.9,1.4,60,0,0.1,0,0.9,1,85.7,0.7,1.9,2.6,0,0.1,0.1,0.1,1.7,6.4,0,0,0.4
Zaza Pachulia,GSW,34,7,5,2,3.8,2.4,0.6,1,57.1,0,0,0,1.3,1.7,75,0.9,0.9,1.7,0.1,0.4,0.4,0.1,0.1,6,0,0,2.6
Jordan Bell,GSW,23,17,13,4,10.2,2.4,1,1.9,53.1,0,0.1,0,0.4,0.8,50,0.9,1.9,2.8,0.9,0.4,0.4,0.5,1.1,9.3,0,0,2.2
Derrick White,SAS,23,3,0,3,6.1,2.3,1,2,50,0.3,0.7,50,0,0,0,0,0,0,0.3,0,0.3,0.7,0,5.8,0,0,0.7
Sterling Brown,MIL,23,3,1,2,4.2,2.3,1,1.7,60,0.3,1,33.3,0,0,0,0.3,0.3,0.7,0,0,0.3,0,0.7,4.1,0,0,0.3
Lorenzo Brown,TOR,27,4,1,3,7.2,2.3,0.8,2.5,30,0.5,1.3,40,0.3,0.5,50,0.3,1.3,1.5,0.5,0.3,0,0.3,0.5,5.3,0,0,-4.3
Aaron Brooks,MIN,33,2,1,1,1.3,2,1,1.5,66.7,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Brandon Jennings,MIL,28,1,1,0,4.9,2,0,2,0,0,2,0,2,2,100,0,0,0,0,1,0,0,0,1,0,0,-1
Jason Terry,MIL,40,3,0,3,14.6,2,0.7,1.7,40,0.7,1.7,40,0,0,0,0.3,0.3,0.7,0.7,0.3,0.3,0,0.7,4.5,0,0,0.3
Joffrey Lauvergne,SAS,26,1,0,1,5.9,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,3
Matthew Dellavedova,MIL,27,6,3,3,12.9,2,0.7,2,33.3,0.3,1.5,22.2,0.3,0.3,100,0.2,0.7,0.8,2.7,1,0.3,0,1,7,0,0,-0.2
Norman Powell,TOR,25,6,3,3,6.7,2,0.7,2.3,28.6,0.2,1.2,14.3,0.5,0.7,75,0,0.3,0.3,0.3,0.2,0,0,0.7,2.7,0,0,-1.7
Tony Bradley,UTA,20,1,0,1,1.9,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.2,0,0,2
Jonas Jerebko,UTA,31,10,4,6,7.9,1.9,0.8,1.9,42.1,0.1,0.6,16.7,0.2,0.2,100,0.4,1.2,1.6,0.3,0.1,0.3,0,0.9,5.1,0,0,-1
Semi Ojeleye,BOS,23,17,10,7,13.5,1.9,0.6,1.9,30.3,0.4,1.3,27.3,0.4,0.4,85.7,0.2,1.4,1.6,0.1,0.1,0.2,0,1.2,4.4,0,0,-2.4
Jose Calderon,CLE,36,13,5,8,8,1.8,0.7,2,34.6,0.3,1.4,22.2,0.2,0.2,100,0.2,0.7,0.8,0.7,0.4,0.4,0,1.2,4.7,0,0,0.6
Ryan Anderson,HOU,30,11,5,6,8.7,1.7,0.6,1.8,35,0.5,1.4,33.3,0,0,0,0.4,0.8,1.2,0.5,0.3,0.3,0.1,0.9,4.8,0,0,-5.2
Markelle Fultz,PHI,20,3,2,1,7.6,1.7,0.3,2.3,14.3,0,0,0,1,1.3,75,0,1,1,1.7,0.3,0.7,0,1.3,7,0,0,0.7
Ante Zizic,CLE,21,8,2,6,2.9,1.6,0.6,1.3,50,0,0,0,0.4,0.8,50,0.1,0.6,0.8,0.1,0.3,0,0.1,0.3,2.8,0,0,1.4
Tyler Zeller,MIL,28,7,3,4,9.4,1.6,0.6,0.7,80,0,0,0,0.4,0.6,75,0.3,1.7,2,0.4,0.1,0.6,0.4,1.6,7.5,0,0,-4.9
Joe Johnson,HOU,37,8,5,3,6.7,1.5,0.8,2.1,35.3,0,0.4,0,0,0,0,0,1.3,1.3,0.4,0.4,0,0.1,0.5,3.6,0,0,-5
Cheick Diallo,NOP,21,7,4,3,6.9,1.4,0.7,1.7,41.7,0,0,0,0,0,0,0.6,0.7,1.3,0,0.1,0.1,0.1,1.3,3.7,0,0,-3.9
Patrick Patterson,OKC,29,6,2,4,9.6,1.3,0.5,1,50,0.3,0.7,50,0,0,0,0.2,1.7,1.8,0.5,0.5,0.2,0,1.3,4.3,0,0,-4
Tomas Satoransky,WAS,26,6,2,4,10,1.2,0.3,2.2,15.4,0,0.5,0,0.5,0.7,75,0.8,0.7,1.5,0.5,0.5,0,0,0.7,3.2,0,0,-1.3
Justin Anderson,PHI,24,7,5,2,4.7,1.1,0.4,1.1,37.5,0.3,1,28.6,0,0,0,0.1,1.1,1.3,0,0.3,0.1,0,1.1,2.8,0,0,0.6
Abdel Nader,BOS,24,11,6,5,3,1.1,0.5,1.4,33.3,0,0.4,0,0.2,0.4,50,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,2.2,0,0,-0.9
Cedi Osman,CLE,23,14,5,9,4.4,1,0.4,1.3,33.3,0.1,0.5,14.3,0.1,0.3,25,0.1,0.4,0.5,0.2,0,0.2,0,0.4,2.6,0,0,0.8
Damian Jones,GSW,23,4,4,0,2.7,1,0.3,0.5,50,0,0,0,0.5,0.8,66.7,0.3,0.5,0.8,0,0.8,0,0,1,1.2,0,0,-5
David Stockton,UTA,27,2,1,1,2.9,1,0.5,1.5,33.3,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,1.6,0,0,1.5
Glenn Robinson III,IND,24,2,1,1,2.8,1,0.5,0.5,100,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1.6,0,0,0.5
Terrance Ferguson,OKC,20,3,1,2,2.1,1,0.3,0.3,100,0.3,0.3,100,0,0,0,0.3,0,0.3,0.3,0,0,0,0.7,1.9,0,0,3.7
Tyus Jones,MIN,22,4,1,3,13.7,1,0.5,1.8,28.6,0,0.5,0,0,0,0,0,2.3,2.3,2,0.3,0.3,0,0,7.2,0,0,0.8
Wade Baldwin IV,POR,22,4,0,4,4.8,1,0.3,1,25,0.3,0.3,100,0.3,0.5,50,0,0.8,0.8,0.8,0.8,0.3,0.3,0.3,3.8,0,0,1.8
Josh Huestis,OKC,26,4,1,3,4.8,0.8,0.3,0.5,50,0,0,0,0.3,0.5,50,0,0.8,0.8,0,0,0.3,0.3,0.8,3.2,0,0,-0.3
Aaron Jackson,HOU,32,7,5,2,2.4,0.7,0.3,0.6,50,0,0.3,0,0.1,0.3,50,0.3,0.3,0.6,0.3,0.3,0,0,0.3,1.5,0,0,-1
Patrick McCaw,GSW,22,6,6,0,2.7,0.7,0.2,0.3,50,0,0.2,0,0.3,0.3,100,0.2,0.3,0.5,0,0,0.3,0,0.2,2.3,0,0,-0.5
Zhou Qi,HOU,22,3,2,1,1.9,0.7,0.3,0.3,100,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,1.1,0,0,0
Rodney McGruder,MIA,26,4,1,3,4,0.5,0.3,1,25,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0.8,1.7,0,0,-2
DeAndre Liggins,NOP,30,3,2,1,4.5,0.3,0,0.3,0,0,0,0,0.3,0.7,50,0,0.3,0.3,0,0.7,0,0,0,0.1,0,0,-7.3
Ekpe Udoh,UTA,31,6,2,4,3.5,0.3,0.2,0.2,100,0,0,0,0,0.7,0,0.2,0.3,0.5,0,0.2,0,0.3,0.3,1.8,0,0,-0.8
Guerschon Yabusele,BOS,22,12,6,6,4,0.3,0.1,0.8,11.1,0,0.5,0,0.2,0.4,40,0.3,0.7,0.9,0.3,0,0.2,0,0.8,2.3,0,0,-0.3
Tarik Black,HOU,26,7,5,2,2.7,0.3,0.1,0.6,25,0,0,0,0,0,0,0.3,0.6,0.9,0.3,0.1,0,0.1,0.7,2,0,0,-2.9
Lucas Nogueira,TOR,25,5,2,3,4.8,0.2,0,0.2,0,0,0,0,0.2,0.4,50,0,0.2,0.2,0.2,0.6,0,0,1.2,0.1,0,0,-5.6
Brandon Paul,SAS,27,1,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2.7,0,0,5
Chinanu Onuaku,HOU,21,1,1,0,3.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,5.7,0,0,-3
Dakari Johnson,OKC,22,2,0,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Emeka Okafor,NOP,35,1,1,0,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8
Jason Smith,WAS,32,1,1,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Jerryd Bayless,PHI,29,1,0,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Young,IND,26,1,1,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Luke Babbitt,MIA,29,2,0,2,1.7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
Marcus Georges-Hunt,MIN,24,2,0,2,1.4,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.6,0,0,-1.5
Richaun Holmes,PHI,24,3,1,2,3.6,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,1,0.9,0,0,-1.7
T.J. Leaf,IND,21,1,1,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Tim Frazier,WAS,27,2,1,1,3,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0.5,0,1,4.4,0,0,-1.5
Russell Westbrook,OKC,28,5,1,4,38.9,37.4,11.8,30.4,38.8,2.6,9.8,26.5,11.2,14,80,1.8,9.8,11.6,10.8,6,2.4,0.4,3.2,69.9,5,3,3
LeBron James,CLE,32,18,13,5,41.3,32.8,12.1,21.3,56.5,2.4,5.9,41.1,6.3,9,69.8,1.1,8.1,9.1,7.8,4,1.9,1.3,2.4,61.2,10,3,10.8
Kevin Durant,GSW,28,15,14,1,35.5,28.5,9.9,17.9,55.6,2.5,5.7,44.2,6.1,6.9,89.3,1.1,6.9,7.9,4.3,2.5,0.8,1.3,2.6,48.3,6,0,11.8
James Harden,HOU,27,11,6,5,37,28.5,8.2,19.8,41.3,2.9,10.5,27.8,9.2,10.5,87.8,0.6,4.8,5.5,8.5,5.4,1.9,0.5,3.9,49.4,4,1,0.4
Stephen Curry,GSW,29,17,16,1,35.3,28.1,8.9,18.4,48.4,4.2,10.1,41.9,6.1,6.7,90.4,1.3,4.9,6.2,6.7,3.4,2,0.2,2.2,48.9,5,1,14.4
Paul George,IND,27,4,0,4,42.9,28,8.5,22,38.6,4.5,10.5,42.9,6.5,7.5,86.7,1.3,7.5,8.8,7.3,3.3,1.8,0.5,3.3,52.9,1,0,-6.3
Damian Lillard,POR,26,4,0,4,37.7,27.8,9.8,22.5,43.3,2.3,8,28.1,6,6.3,96,1,3.5,4.5,3.3,3.3,1.3,0.5,2.8,40,0,0,-21
Kawhi Leonard,SAS,26,12,7,5,35.8,27.7,8.8,16.8,52.5,2.1,4.6,45.5,7.9,8.5,93.1,1.6,6.2,7.8,4.6,2.2,1.7,0.5,1.8,48.2,4,0,7.7
John Wall,WAS,26,13,7,6,39,27.2,9.8,21.6,45.2,1.6,4.7,34.4,6,7.2,83.9,0.5,3.2,3.7,10.3,4.2,1.7,1.2,2,51.4,7,0,2.1
Kyrie Irving,CLE,25,18,13,5,36.3,25.9,9.6,20.6,46.8,2.4,6.6,37.3,4.2,4.7,90.5,0.7,2.1,2.8,5.3,2.7,1.3,0.4,2.1,39.7,2,0,6.9
Chris Paul,LAC,32,7,3,4,37.2,25.3,9.6,19.3,49.6,2,5.4,36.8,4.1,4.7,87.9,0.6,4.4,5,9.9,2.7,1.7,0.1,3.4,48.9,4,0,0.7
Bradley Beal,WAS,24,13,7,6,38.9,24.8,9.4,19.9,47.1,2.2,7.8,28.7,3.8,4.7,82,1.2,2.2,3.4,2.7,2.1,1.6,0.6,2.9,37.6,0,0,2.5
Giannis Antetokounmpo,MIL,22,6,2,4,40.5,24.8,10,18.7,53.6,0.7,1.7,40,4.2,7.7,54.3,1.7,7.8,9.5,4,3.3,2.2,1.7,3.5,50.4,1,0,1
Dennis Schroder,ATL,23,6,2,4,35.2,24.7,8.3,18.3,45.5,2.8,6.7,42.5,5.2,6.2,83.8,0.7,1.7,2.3,7.7,1.7,1,0,3.2,40.3,2,0,-3
Mike Conley,MEM,29,6,2,4,37.3,24.7,8.3,17.2,48.5,2.8,6.3,44.7,5.2,6.2,83.8,0.2,3.2,3.3,7,2,1.7,0.5,1.8,43.7,0,0,1.8
Paul Millsap,ATL,32,6,2,4,36.6,24.3,8.3,16.5,50.5,0.5,2.8,17.6,7.2,8.8,81.1,1.5,7.8,9.3,4.3,3.8,1.7,0.7,3.2,45.2,4,0,-2.2
Gordon Hayward,UTA,27,11,4,7,37.3,24.1,7.5,17.1,44.1,2.5,6.2,41.2,6.5,6.9,93.4,0.6,5.5,6.1,3.4,2.2,0.9,0.3,2.1,37.8,1,0,-6.7
Isaiah Thomas,BOS,28,15,8,7,34.7,23.3,7.4,17.4,42.5,2.4,7.2,33.3,6.1,7.4,82,0.3,2.8,3.1,6.7,3.3,0.9,0.1,2.3,36.7,2,0,-1
Jimmy Butler,CHI,27,6,2,4,39.8,22.7,7.7,18,42.6,1,3.8,26.1,6.3,7.8,80.9,1.5,5.8,7.3,4.3,2.5,1.7,0.8,1.7,43,0,0,-7
CJ McCollum,POR,25,4,0,4,35.1,22.5,8,20,40,2.8,5.5,50,3.8,4,93.8,2,4,6,1,3.8,1,0.5,2.5,32,0,0,-14.5
DeMar DeRozan,TOR,27,10,4,6,37.3,22.4,7.6,17.5,43.4,0.1,1.5,6.7,7.1,8,88.8,0.4,4.5,4.9,3.4,2.5,1.4,0,2.6,35.1,0,0,-6.9
Blake Griffin,LAC,28,3,2,1,33.1,20.3,8.3,17,49,1.3,2,66.7,2.3,2.3,100,1,5,6,2.3,2,0.7,0.3,0.7,32,0,0,3.3
Marc Gasol,MEM,32,6,2,4,40,19.3,6.5,13.8,47,1.2,2,58.3,5.2,5.5,93.9,1.2,5.3,6.5,4.2,2.5,0.3,0.7,3.7,33.9,1,0,-6.2
Jeff Teague,IND,29,4,0,4,35.6,17,5.5,11.3,48.9,2.3,4.3,52.9,3.8,4.5,83.3,0,3.3,3.3,6.3,2,1,0.8,3,33.5,1,0,-3
Kevin Love,CLE,28,18,13,5,32.1,16.8,5.3,12.1,43.6,2.8,6.2,45,3.5,4.2,84,2,8.6,10.6,1.7,1.7,1.2,0.9,2.6,36.5,8,0,8.2
Avery Bradley,BOS,26,18,9,9,35.8,16.7,6.7,15.1,44.1,2.2,6.3,35.1,1.2,1.5,77.8,1,2.9,3.9,2.3,1.7,1.3,0.2,2.2,27.5,0,0,-4.2
LaMarcus Aldridge,SAS,31,16,8,8,33.6,16.5,6.9,15,45.8,0.1,0.9,14.3,2.6,3.4,76.4,2.7,4.8,7.4,1.5,1.8,0.6,1,2.6,30.8,4,0,-2.8
Lance Stephenson,IND,26,4,0,4,26.8,16,6.8,13.3,50.9,1.8,4.5,38.9,0.8,1,75,0.3,5,5.3,2.8,1,0.5,0,2.8,26.9,0,0,2.3
Tony Parker,SAS,35,8,5,3,26.4,15.9,6.4,12.1,52.6,1.4,2.4,57.9,1.8,1.8,100,0.3,2.3,2.5,3.1,1.5,0.5,0,1.3,23.6,0,0,4.6
Kyle Lowry,TOR,31,8,4,4,37.6,15.8,5.4,11.6,46.2,1.6,4.8,34.2,3.4,4.1,81.8,0.4,2.8,3.1,5.9,2.1,1.5,0.5,3.3,32.2,2,0,-2.1
George Hill,UTA,31,8,4,4,35.1,15.6,5.8,12.3,46.9,1.5,3.9,38.7,2.6,3.6,72.4,1,3.1,4.1,3.6,1.6,0.3,0.1,3.1,25.5,0,0,2.5
DeAndre Jordan,LAC,28,7,3,4,37.8,15.4,6.1,8.7,70.5,0,0.1,0,3.1,8,39.3,3.6,10.9,14.4,0.7,2.4,0.4,0.9,4.1,35.2,7,0,-1.7
Al Horford,BOS,31,18,9,9,33.9,15.1,6.2,10.6,58.4,1.5,2.9,51.9,1.2,1.6,75.9,1.7,4.8,6.6,5.4,1.8,0.8,0.8,1.8,34,3,0,-4.2
Dwyane Wade,CHI,35,6,2,4,31.7,15,5.3,14.3,37.2,1,2.8,35.3,3.3,3.5,95.2,1,4,5,4,1.7,0.8,1.3,1.3,31.8,1,0,-3.3
Klay Thompson,GSW,27,17,16,1,35,15,5.5,13.9,39.7,2.4,6.2,38.7,1.5,1.9,78.8,0.6,3.2,3.9,2.1,1.4,0.8,0.3,2.6,24.7,0,0,11.3
Khris Middleton,MIL,25,6,2,4,38.5,14.5,5.2,13,39.7,1.2,3.2,36.8,3,3.7,81.8,0,4.7,4.7,5.3,1.8,2,0,2.8,32.3,1,0,2.2
Serge Ibaka,TOR,27,10,4,6,30.6,14.3,6,13,46.2,1.2,3.8,31.6,1.1,1.3,84.6,0.9,5.6,6.5,1.4,1.1,0.4,1.7,3.7,29.4,1,0,-6.1
Jae Crowder,BOS,26,18,9,9,33.1,13.6,4.8,11.1,43.5,1.7,4.9,35.2,2.2,2.7,83.3,1.1,5.3,6.4,2.7,0.7,1.1,0.3,2.9,28.8,1,0,-1.4
Greg Monroe,MIL,27,6,2,4,23.5,13.2,4.5,8.5,52.9,0,0,0,4.2,5,83.3,2.8,4.5,7.3,1.7,1.8,1.3,0.5,2.7,28.1,1,0,2.5
Zach Randolph,MEM,35,6,2,4,31.9,13.2,5.8,13.8,42.2,0.2,1.2,14.3,1.3,1.8,72.7,1.5,6.7,8.2,0.7,1.2,0.8,0.3,2.3,26.3,3,0,-6
Draymond Green,GSW,27,17,16,1,34.9,13.1,4.2,9.5,44.7,1.9,4.6,41,2.7,3.9,68.7,1.2,7.9,9.1,6.5,2.1,1.8,1.6,3.5,42,5,1,13.4
Eric Gordon,HOU,28,11,6,5,32.6,12.9,4.6,11,42.1,2.5,6.4,38.6,1.2,1.6,72.2,0.5,3.5,3.9,2,1.3,0.7,0.5,1.8,23.1,0,0,4.1
Joe Johnson,UTA,36,11,4,7,29.7,12.9,5.3,12.1,43.6,1.4,4.1,33.3,1,1.4,73.3,0.7,3.2,3.9,2.5,1.2,0.5,0.1,1.9,22,0,0,-3.6
Tim Hardaway Jr.,ATL,25,6,2,4,33.4,12.8,4.5,13.7,32.9,1.8,7,26.2,2,3.2,63.2,0.5,2.2,2.7,1.2,1.7,0.5,0,2.2,17.6,0,0,-2.5
Robin Lopez,CHI,29,6,2,4,27,12.7,5.7,8.7,65.4,0,0,0,1.3,1.3,100,4.7,2.5,7.2,0.8,1.3,0.5,1,2.2,25.7,1,0,-4.2
Jamal Crawford,LAC,37,7,3,4,27.9,12.6,5,11.9,42.2,0.9,3.6,24,1.7,1.7,100,0.3,1,1.3,1.9,1.3,0.6,0.1,1.7,17.8,0,0,5
Lou Williams,HOU,30,11,6,5,24.7,12.5,4.5,10.7,42.4,1.1,3.5,30.8,2.4,2.6,89.7,0.6,2.1,2.7,1.3,1.3,0.6,0.1,1.5,18.6,0,0,5.4
Otto Porter Jr.,WAS,24,13,7,6,32.9,12.2,4.5,8.4,53.2,0.8,3,28.2,2.4,2.7,88.6,1.2,5.8,6.9,1.8,0.8,1.6,0.5,2,28.8,2,0,6.5
Markieff Morris,WAS,27,13,7,6,28.7,12.1,4.5,11.2,40.7,1.1,2.9,36.8,1.9,2.4,80.6,1.4,5,6.4,1.7,1.6,0.9,1.3,3.5,27.4,3,0,6.8
Al-Farouq Aminu,POR,26,4,0,4,28.2,12,4.3,9.3,45.9,1.8,4.3,41.2,1.8,2.8,63.6,1.3,5.3,6.5,1,2.3,0.8,1,2.3,24.3,0,0,-10.5
