PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Carmelo Anthony,POR,36,5,1,4,35.1,15.2,5.6,13.6,41.2,1.6,3.8,42.1,2.4,2.8,85.7,0.2,4.8,5,2,2.6,1,0.4,4,25.8,1,0,-13.4
Danilo Gallinari,OKC,31,7,3,4,30.3,15,4.6,11.3,40.5,1.7,5.3,32.4,4.1,4.3,96.7,0.7,4.7,5.4,1,2.1,0.7,0.1,1.6,23.4,0,0,-5.7
Serge Ibaka,TOR,30,11,7,4,22.9,14.8,5.7,10,57.3,2.1,4.1,51.1,1.3,1.3,100,1.5,6.2,7.7,1.2,1.1,0.2,1.3,2.5,29.1,2,0,3.1
Shake Milton,PHI,23,4,0,4,31.5,14.5,5.3,11,47.7,2.5,6.3,40,1.5,1.8,85.7,0.3,3,3.3,2.8,1.5,0.5,0,3.3,22.5,0,0,-4.8
Marcus Smart,BOS,26,17,10,7,38.1,14.5,4.6,11.6,39.4,2.4,7.2,33.3,2.9,3.3,87.5,0.6,4.6,5.2,4.6,2.6,1.2,0.5,3.2,30.1,2,1,5.3
Jusuf Nurkic,POR,25,5,1,4,32.3,14.2,5,11.4,43.9,0.6,2.2,27.3,3.6,4.6,78.3,2.8,7.6,10.4,3.6,2.6,1.4,0.2,4.2,34.3,3,0,-13.2
Tyler Johnson,BKN,28,4,0,4,23.2,13.8,5.3,11.5,45.7,2.8,7,39.3,0.5,0.5,100,0,1.8,1.8,2.3,0.8,0,0.3,2.8,19.2,0,0,-18.3
Norman Powell,TOR,27,11,7,4,24.8,13.4,4.6,9.5,49,2,4.7,42.3,2.1,2.6,79.3,0.4,2,2.4,1,1,0.5,0.3,2.6,19.2,0,0,2.3
D.J. Augustin,ORL,32,5,1,4,25.6,13.2,3.6,9.2,39.1,1.6,3.4,47.1,4.4,4.6,95.7,0,2,2,6,2.4,0.2,0,1.2,22.8,1,0,-4.6
Seth Curry,DAL,29,6,2,4,28.8,12.8,5.2,8.8,58.5,1.7,3.5,47.6,0.8,0.8,100,0.3,1.5,1.8,1.3,1.3,1,0,2.3,18.7,0,0,3
Evan Fournier,ORL,27,5,1,4,34.1,12.8,4,11.4,35.1,2.4,7,34.3,2.4,3.4,70.6,0.6,3.4,4,2.6,1.8,1.2,0.6,2,25.1,0,0,-10.4
Lou Williams,LAC,33,13,7,6,26.2,12.8,4.8,11.2,42.5,0.9,3.9,23.5,2.3,2.8,81.1,0.5,2.6,3.2,4.2,1.6,0.8,0.2,1.4,24.1,0,0,4.5
Luguentz Dort,OKC,21,6,3,3,29.2,12.5,4.5,12.7,35.5,2.2,8.3,26,1.3,2.5,53.3,0.8,2.8,3.7,1,2.5,0.3,1,4.2,19.9,0,0,-3.3
Trey Burke,DAL,27,6,2,4,26.1,12.3,5,9.8,50.8,1.3,2.8,47.1,1,1.7,60,0.3,2.8,3.2,2,1,1.3,0.3,2.3,23.1,0,0,-0.5
Garrett Temple,BKN,34,4,0,4,34.3,12,4.3,12.3,34.7,2.3,9,25,1.3,1.5,83.3,0,2.8,2.8,2,1.5,0.8,0.3,3,19.8,0,0,-9
Jae Crowder,MIA,29,21,14,7,31.4,12,3.9,9.6,40.3,2.6,7.7,34.2,1.7,2.2,76.1,0.5,5,5.6,1.9,0.7,0.7,0.6,2.6,24.5,0,0,-1.2
Markelle Fultz,ORL,22,5,1,4,29.3,12,4.8,12,40,1.2,3.2,37.5,1.2,1.4,85.7,0,2.2,2.2,5.2,2.6,1,0.6,4,24.6,0,0,-12.6
Marcus Morris Sr.,LAC,30,13,7,6,29.9,11.8,4.3,8.5,50.5,2.2,4.5,47.5,1,1.1,92.9,0.8,4,4.8,1.6,0.7,0.8,0.1,3,22.1,0,0,6.3
Duncan Robinson,MIA,26,21,14,7,28.6,11.7,3.6,8.4,42.6,3,7.4,39.7,1.6,1.8,86.8,0.2,2.5,2.8,1.8,0.8,0.7,0.3,3.1,19.8,0,0,1.2
Eric Bledsoe,MIL,30,9,5,4,29.7,11.7,4.2,10.9,38.8,0.9,3.6,25,2.3,2.9,80.8,0.6,4,4.6,5.9,2.6,1.2,0.7,2.2,29.1,1,0,1.6
Jerami Grant,DEN,26,19,9,10,34.4,11.6,3.7,9.2,40.6,1.6,5,32.6,2.5,2.8,88.9,0.4,2.9,3.3,1.3,1.3,0.6,0.8,3.1,20.4,0,0,-3.8
Jeff Green,HOU,33,12,5,7,28.4,11.6,4.3,8.6,49.5,1.9,4.5,42.6,1.2,1.4,82.4,0.4,4.6,5,1.6,1.3,0.5,0.5,2.3,21.7,0,0,-0.5
Danuel House Jr.,HOU,27,9,5,4,31,11.4,4.1,9.4,43.5,2.1,5.9,35.8,1.1,1.4,76.9,1.1,4.7,5.8,1.4,0.8,0.9,0,2.4,22.4,1,0,1.7
Michael Porter Jr.,DEN,22,19,9,10,23.7,11.4,4.1,8.6,47.6,1.8,4.7,38.2,1.4,1.8,74.3,1.1,5.6,6.7,0.8,1.3,0.7,0.3,2.3,22.3,2,0,2.8
Robert Covington,HOU,29,12,5,7,31.6,11.2,3.9,7.9,49.5,2.8,5.7,50,0.5,0.6,85.7,0.7,4.3,5,1.3,1,2.5,1.1,3.8,28.9,1,0,-2.7
Gordon Hayward,BOS,30,5,3,2,31.4,10.8,4,10,40,1.4,4.8,29.2,1.4,1.6,87.5,0.6,3.4,4,2.8,1.4,1.4,0.4,2,23.8,0,0,1.4
Kentavious Caldwell-Pope,LAL,27,21,16,5,29,10.7,3.8,9,41.8,2.1,5.7,37.8,1,1.3,81.5,0.4,1.7,2.1,1.3,0.7,1,0.2,1.9,18.1,0,0,3.6
Alec Burks,PHI,28,4,0,4,23.7,10.5,4,12.3,32.7,0.8,4,18.8,1.8,2.3,77.8,1.8,2,3.8,1.8,0.8,0.3,0.8,1.8,19.9,0,0,-4.5
Montrezl Harrell,LAC,26,13,7,6,18.7,10.5,3.6,6.3,57.3,0.1,0.4,20,3.2,5.2,60.3,0.8,2.1,2.9,0.4,0.9,0.4,0.5,2.2,16.4,1,0,-5.2
OG Anunoby,TOR,22,11,7,4,35.7,10.5,3.6,8,45.5,1.5,3.7,41.5,1.6,2.5,64.3,2.4,4.5,6.9,1.2,1.5,1,1.2,2.5,25.6,2,0,2
Jarrett Allen,BKN,22,4,0,4,33,10.3,3.5,6,58.3,0,0,0,3.3,4,81.3,4.3,10.5,14.8,2.3,2.8,0.5,1.8,1.8,35.3,2,0,-8.3
Dorian Finney-Smith,DAL,27,6,2,4,31.8,10.2,3.8,8.7,44.2,1.8,5,36.7,0.7,0.8,80,2,3.7,5.7,3.2,1.5,1.2,0.5,3.7,25.2,0,0,-6.3
Steven Adams,OKC,26,7,3,4,30,10.1,4.4,7.4,59.6,0,0.1,0,1.3,2.9,45,4.9,6.7,11.6,1.3,2.3,0.6,0.3,1.4,26.2,2,0,-7.1
Kyle Kuzma,LAL,24,21,16,5,23,10,3.7,8.5,43,1.2,4,31.3,1.4,1.8,78.4,0.9,2.2,3.1,0.8,1,0.3,0.3,2.4,15.7,0,0,0.8
Gary Trent Jr.,POR,21,5,1,4,30.6,9.6,3.2,9,35.6,2,4.8,41.7,1.2,1.4,85.7,1,1,2,0.6,1,0.8,0,3.2,14.3,0,0,-8.4
George Hill,MIL,34,10,5,5,26.8,9.5,3.2,6.7,47.8,1,2.8,35.7,2.1,2.6,80.8,0.5,1.9,2.4,3.1,1.6,0.6,0,1.7,17.2,0,0,-0.5
Joe Ingles,UTA,32,7,3,4,33.5,9.1,3.1,7.7,40.7,2,5.7,35,0.9,0.9,100,0.1,3.3,3.4,4.7,0.6,0.6,0.1,2.1,21.9,0,0,5.7
Ivica Zubac,LAC,23,13,7,6,24.6,9.1,3.4,6,56.4,0,0,0,2.3,2.8,81.1,2.4,4.8,7.2,0.6,0.9,0.2,0.8,2.6,20.4,2,0,8.5
Monte Morris,DEN,25,19,9,10,21.4,9.1,3.5,7,49.6,0.6,2.1,30,1.5,1.8,82.4,0.2,1.3,1.5,2.7,0.5,0.6,0.1,1.1,16.7,0,0,-4.5
Daniel Theis,BOS,28,17,10,7,28.3,8.9,3.6,6.9,52.1,0.2,1.5,15.4,1.5,1.9,78.8,1.9,5.2,7.1,1.5,0.9,0.4,1.2,3.9,23.6,2,0,2
Rajon Rondo,LAL,34,16,12,4,24.7,8.9,3.4,7.6,45.5,1.3,3.1,40,0.8,1.2,68.4,0.8,3.5,4.3,6.6,2.1,1.4,0.1,2.3,26.3,2,0,2.8
Georges Niang,UTA,27,7,3,4,16.3,8.3,3.1,6.3,50,1.7,4.1,41.4,0.3,0.3,100,0.6,1.6,2.1,0.6,0.3,0,0.1,1.3,11.9,0,0,1.1
Paul Millsap,DEN,35,19,9,10,24.2,8,2.5,6.2,39.8,0.8,2.3,34.1,2.3,2.8,79.6,1.4,3.3,4.7,1.2,1.3,0.6,0.5,2.6,17.4,0,0,-2.1
Danny Green,LAL,33,21,16,5,25,8,2.8,8.1,34.7,1.9,5.5,33.9,0.5,0.7,66.7,1.2,2,3.1,1.2,0.6,1,0.8,2.3,18.2,0,0,7.9
P.J. Tucker,HOU,35,12,5,7,34.5,7.9,2.9,7.3,39.8,2.1,5.6,37.3,0,0,0,1.9,5.3,7.2,1.5,1,1.1,0.3,3.9,21.8,2,0,2.3
Aaron Holiday,IND,23,4,0,4,18,7.8,3,5.3,57.1,1,2.3,44.4,0.8,1.3,60,0.3,1,1.3,2.5,1,1,0,2.5,15,0,0,-10.8
Kelly Olynyk,MIA,29,17,10,7,15.2,7.6,2.6,5.6,47.4,1,2.9,34.7,1.4,1.6,82.1,0.8,3.9,4.6,1.1,0.8,0.2,0.5,2.1,16.3,0,0,3.1
Gary Harris,DEN,25,14,7,7,27.1,7.4,2.4,6.4,37.8,1.4,3.7,36.5,1.2,1.6,77.3,0.5,1.5,2,1.7,1.5,1.1,0.3,3.2,15.2,0,0,-0.1
Gary Clark,ORL,25,5,1,4,28.7,7.4,2.2,6.6,33.3,2.2,6.4,34.4,0.8,1,80,0.8,4.8,5.6,1.4,0.4,1,0.4,1.4,20,0,0,-7.6
Justin Holiday,IND,31,4,0,4,32.8,7.3,2.5,5.3,47.6,2,4,50,0.3,0.8,33.3,1,2.8,3.8,0.8,0.8,1.5,1.3,2,20.4,0,0,0
Wesley Matthews,MIL,33,10,5,5,24.6,7.2,2.4,5.7,42.1,1.7,4.3,39.5,0.7,1,70,0.6,1.2,1.8,0.9,0.7,0.9,0.4,2,13.9,0,0,-2
Terence Davis,TOR,23,6,3,3,14,7.2,2.3,4.8,48.3,1.3,3.2,42.1,1.2,1.2,100,0.3,1.8,2.2,1.2,1,0.2,0,1.8,11,0,0,7.3
Al Horford,PHI,34,4,0,4,32.1,7,3,6.3,48,0,1,0,1,1.8,57.1,2.3,5,7.3,2.3,0.8,0.3,1.3,3.5,22.8,1,0,-10.8
James Ennis III,ORL,29,5,1,4,23.8,7,2.4,7,34.3,0.8,3.2,25,1.4,1.8,77.8,1.2,4.6,5.8,1.2,1.2,1,0.4,3.8,18.8,0,0,-9.8
Talen Horton-Tucker,LAL,19,2,2,0,8.5,7,3,6,50,1,2.5,40,0,0,0,0,2.5,2.5,0,0,1,0,2,13,0,0,2.5
Boban Marjanovic,DAL,31,6,2,4,13.7,6.8,2.8,5,56.7,0,0.2,0,1.2,1.5,77.8,1,4.8,5.8,0.8,0.5,0,0.3,1.5,15.6,0,0,3.2
Hassan Whiteside,POR,31,5,1,4,21.2,6.8,2.6,4.8,54.2,0.2,0.2,100,1.4,2.8,50,1.4,5.6,7,0.4,1.2,0.2,2,3.4,21.2,0,0,-4.4
Anfernee Simons,POR,21,4,0,4,20.5,6.8,2,6.5,30.8,1.5,3.5,42.9,1.3,1.5,83.3,0.3,2.5,2.8,2.5,1,1.5,0,1.8,17.3,0,0,1.3
Maxi Kleber,DAL,28,6,2,4,33.9,6.7,2.2,6.5,33.3,0.8,4.3,19.2,1.5,2,75,1.7,4.8,6.5,1.5,0.7,0.3,1.2,3.3,20.6,0,0,-12
Donte DiVincenzo,MIL,23,10,5,5,16.5,6.6,2.3,5.1,45.1,0.7,2.1,33.3,1.3,2,65,0.8,2.4,3.2,1.2,1,0.7,0.3,2.1,14.2,0,0,-1.2
Darius Bazley,OKC,20,7,3,4,18,6.6,1.9,4.4,41.9,1.6,3.1,50,1.3,1.4,90,0.3,6.4,6.7,0.9,0.9,0,0.4,0.3,16.3,1,0,-0.1
Alex Caruso,LAL,26,21,16,5,24.3,6.5,2.3,5.4,42.5,0.8,2.9,27.9,1.1,1.4,80,0.7,1.6,2.3,2.8,1.5,1.1,0.6,2.6,17,0,0,4.8
Justin Anderson,BKN,26,3,0,3,9.4,6.3,1.7,4,41.7,1.7,3.7,45.5,1.3,1.3,100,0,2.7,2.7,1,0.7,0,0.3,0.7,11.4,0,0,-5
Patrick Beverley,LAC,31,8,4,4,20.8,6.3,2.5,4.9,51.3,1,2.8,36.4,0.3,0.5,50,1.1,3,4.1,2.4,0.9,1,0.4,3.9,18,0,0,0.9
Kyle Korver,MIL,39,10,5,5,11.9,6.2,2,4.7,42.6,1.5,3.7,40.5,0.7,0.7,100,0.1,0.7,0.8,0.1,0.5,0.3,0.1,0.9,8,0,0,2.8
Kendrick Nunn,MIA,24,15,9,6,15.9,6.1,2.4,6.1,39.1,0.8,2.9,27.9,0.5,0.5,100,0.2,1.9,2.1,1.3,0.8,0.2,0.2,1.4,11.1,0,0,-0.1
JaMychal Green,LAC,30,13,7,6,17.1,6.1,2.4,4.2,56.4,0.8,1.8,43.5,0.5,0.7,77.8,1,2.8,3.8,0.5,0.4,0.2,0.2,2.2,12.2,1,0,-1.6
Marc Gasol,TOR,35,11,7,4,20.7,6,2.3,5.8,39.1,0.5,2.5,18.5,1,1.4,73.3,0.4,4,4.4,2.6,1.5,0.5,0.6,2.9,17,0,0,-0.7
Markieff Morris,LAL,30,21,16,5,18.4,5.9,2.1,4.7,44.9,1.4,3.3,42,0.3,0.4,77.8,0.6,2.5,3,1,0.8,0.3,0.1,2.6,11.5,0,0,2.8
Dwight Howard,LAL,34,18,13,5,15.7,5.8,2.2,3.2,68.4,0.1,0.1,50,1.4,2.5,55.6,1.8,2.8,4.6,0.5,0.9,0.4,0.4,3.1,13.8,1,0,-0.3
Chris Chiozza,BKN,24,4,0,4,16.1,5.8,2,6,33.3,1.3,4,31.3,0.5,1,50,0.3,1.3,1.5,4.3,0.8,1.3,0,1.8,16.9,0,0,-11.3
Royce O'Neale,UTA,27,7,3,4,35.5,5.6,1.9,4.6,40.6,1.4,3.1,45.5,0.4,0.9,50,0.4,5,5.4,2.7,1.9,1.3,0.3,3.6,19,0,0,-2.1
Marvin Williams,MIL,34,10,5,5,17.9,5.5,2.1,4.7,44.7,1,2.3,43.5,0.3,0.3,100,1.3,3.5,4.8,0.9,0.3,0.5,0.3,1.4,14.7,0,0,1.5
Rodions Kurucs,BKN,22,4,0,4,14.6,5.5,2.8,5,55,0,2,0,0,0.5,0,0.8,2.5,3.3,0.8,0.8,0.3,0.5,2.3,12,0,0,-14.3
Wenyen Gabriel,POR,23,4,1,3,13.3,5.3,2.3,3.8,60,0.5,1.3,40,0.3,0.5,50,1.8,0.8,2.5,1,1.3,0.5,0.5,4,11.5,0,0,0
Landry Shamet,LAC,23,13,7,6,18.7,5.2,1.8,4.5,40.7,1.2,3.2,35.7,0.4,0.5,71.4,0,1.7,1.7,1.3,1,0.5,0.2,1.4,10.3,0,0,0.1
JaKarr Sampson,IND,27,4,0,4,12.5,5,2.5,4,62.5,0,0,0,0,0,0,0.3,3,3.3,1,0.5,0.5,0,2.5,11.4,0,0,-1
Brad Wanamaker,BOS,30,17,10,7,16,4.9,1.7,3.5,48.3,0.7,1.6,44.4,0.8,0.9,87.5,0.1,1.9,2,1.8,1.1,0.7,0.2,1.9,11.8,0,0,0.8
Reggie Jackson,LAC,30,12,7,5,14.2,4.9,1.8,4,43.8,1.4,2.7,53.1,0,0,0,0.2,1.6,1.8,0.9,0.4,0.2,0.1,1.5,8.7,0,0,0.5
Khem Birch,ORL,27,5,1,4,17.9,4.8,1.4,2.8,50,0,0,0,2,2.2,90.9,1.8,3.2,5,1.4,1,0.2,0,2.2,12.5,0,0,2
Austin Rivers,HOU,27,12,5,7,17.6,4.8,1.6,5.1,31.1,0.8,2.9,25.7,0.8,1.1,76.9,0.2,2.3,2.5,1.3,0.7,0.6,0.1,1.8,11.1,0,0,1.7
Bol Bol,DEN,20,4,0,4,5.4,4.8,1.3,2.3,55.6,0.5,0.8,66.7,1.8,2,87.5,0.8,0.5,1.3,0,0.5,0.5,0.5,0.3,8.8,0,0,5
Dzanan Musa,BKN,21,3,0,3,13.1,4.7,0.7,3.7,18.2,0,2,0,3.3,4.7,71.4,0.3,0.7,1,1.3,1,0,0.3,0.7,7.9,0,0,-9.7
Jaylen Hoard,POR,21,3,0,3,13.8,4.7,2.3,4,58.3,0,0,0,0,0,0,1.7,1.3,3,0.3,0.7,0,0,1.7,8.1,0,0,4
Meyers Leonard,MIA,28,3,2,1,10.3,4.7,1.7,2.7,62.5,0.7,1.3,50,0.7,0.7,100,0,0.3,0.3,1,0,0.3,0,1.3,7.6,0,0,2.7
Mario Hezonja,POR,25,5,1,4,13.6,4.6,1.8,4.4,40.9,0.4,1.4,28.6,0.6,0.8,75,0.4,2.8,3.2,1.2,0.6,0.6,0,1.6,11.4,0,0,-1.4
Enes Kanter,BOS,28,11,7,4,9.3,4.5,2,3.8,52.4,0.1,0.1,100,0.5,0.9,50,1.7,2.2,3.9,0.6,0.4,0,0,1.7,9.8,0,0,2.8
Torrey Craig,DEN,29,19,9,10,19.8,4.5,1.7,4.1,42.3,0.6,2.2,26.2,0.5,0.7,69.2,0.7,2.6,3.3,0.7,0.5,0.4,0.4,2.3,11.2,0,0,-4.5
Patrick Patterson,LAC,31,2,2,0,4.9,4.5,1.5,1.5,100,1.5,1.5,100,0,0,0,0,0.5,0.5,2,0,0,0,0.5,8.1,0,0,5
Emmanuel Mudiay,UTA,24,3,2,1,11.3,4.3,1.7,4.7,35.7,0.7,1,66.7,0.3,0.7,50,0.3,1.7,2,0.7,0.3,0,0.3,0,8.4,0,0,-1.3
Hamidou Diallo,OKC,21,3,0,3,8.4,4.3,1.3,3.7,36.4,0.3,1.7,20,1.3,2.3,57.1,0.7,1.3,2,0.3,0.7,0,0.7,0,8.6,0,0,-7.7
Stanley Johnson,TOR,24,3,2,1,6.7,4.3,1.7,3.7,45.5,0.7,1.7,40,0.3,0.3,100,0.3,1,1.3,2,0.3,0,0,1,8.6,0,0,-1.7
Wes Iwundu,ORL,25,5,1,4,15.2,4.2,1.2,4,30,0.8,1.4,57.1,1,1.6,62.5,0.2,2,2.2,0.8,0.6,0.6,0.4,1,10.4,0,0,1
Ben McLemore,HOU,27,11,4,7,11.8,4,1.4,3.6,37.5,1.3,3.3,38.9,0,0,0,0.2,0.8,1,0.5,0.3,0.4,0,0.7,6.8,0,0,4.5
Delon Wright,DAL,28,4,1,3,13.3,4,1.5,2.5,60,0.3,0.5,50,0.8,1.3,60,0.3,0.5,0.8,1.8,1.3,1.3,0,0.5,10,0,0,-5.8
Jeremiah Martin,BKN,24,3,0,3,9,4,1.3,4.7,28.6,1,1.7,60,0.3,0.3,100,0,1,1,1.3,0.7,0,0.3,0.7,7.5,0,0,-5
Pat Connaughton,MIL,27,10,5,5,17.1,4,1.5,3.5,42.9,0.8,2.3,34.8,0.2,0.2,100,0.5,3.4,3.9,1.1,0.5,0.2,0.2,1.2,11,1,0,-2.7
Raul Neto,PHI,28,2,0,2,12.9,4,1.5,4.5,33.3,1,2.5,40,0,0,0,0,1.5,1.5,1.5,0.5,0.5,0,0,9.1,0,0,-11
Andre Iguodala,MIA,36,21,14,7,19.5,3.8,1.4,3.1,46.2,0.7,1.9,35.9,0.2,0.3,71.4,0.5,2,2.6,1.5,0.7,0.8,0.6,2.1,12.7,0,0,-0.7
Robert Williams III,BOS,22,13,7,6,11.5,3.7,1.8,2.4,74.2,0,0.1,0,0.2,0.5,33.3,1.7,2.2,3.9,0.8,0.5,0.2,0.5,1.4,11.1,0,0,1.8
Chris Clemons,HOU,22,2,1,1,4.1,3.5,1,2.5,40,1,2.5,40,0.5,1,50,0,1,1,0,0,0,0,0,4.7,0,0,5.5
Miye Oni,UTA,22,2,2,0,7,3.5,1.5,3,50,0.5,2,25,0,0,0,1,1,2,0,0.5,0.5,0.5,1,8.4,0,0,-4
PJ Dozier,DEN,23,12,4,8,10.4,3.2,1.2,2.8,42.4,0.2,0.7,25,0.7,1.2,57.1,0.2,1.3,1.5,1,0.7,0.2,0.2,1.1,6.8,0,0,0.3
Matt Thomas,TOR,25,10,7,3,8.4,3.1,1.3,2.1,61.9,0.5,1.2,41.7,0,0,0,0.1,1.3,1.4,0.7,0.1,0.1,0.1,0.6,6.3,0,0,3.8
B.J. Johnson,ORL,24,1,0,1,3.6,3,1,2,50,1,1,100,0,0,0,0,2,2,0,0,0,0,0,5.4,0,0,9
Ersan Ilyasova,MIL,33,3,3,0,7.8,3,1,3,33.3,0.3,1.7,20,0.7,0.7,100,0,1.3,1.3,0,0.3,0.7,0,1,6.3,0,0,-5.7
J.J. Barea,DAL,36,1,1,0,5.2,3,0,1,0,0,0,0,3,3,100,0,0,0,0,1,0,0,1,2,0,0,-10
Javonte Green,BOS,26,1,1,0,5.7,3,1,2,50,1,2,50,0,0,0,0,1,1,0,0,0,0,1,4.2,0,0,1
Malcolm Miller,TOR,27,1,1,0,5.3,3,1,3,33.3,1,1,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,-4
Nerlens Noel,OKC,26,7,3,4,13.9,3,1.1,2.4,47.1,0,0.1,0,0.7,1.4,50,0.7,3.4,4.1,0.4,0.3,0.3,0.7,2.1,11.3,0,0,0.7
Vic Law,ORL,24,1,0,1,3.6,3,1,1,100,1,1,100,0,0,0,0,2,2,1,0,0,0,0,6.9,0,0,9
JaVale McGee,LAL,32,14,11,3,9.7,2.9,1.4,2.3,62.5,0,0.1,0,0.1,0.1,50,1.1,2,3.1,0.5,0.6,0.1,0.7,1.6,9.4,0,0,1.2
Rondae Hollis-Jefferson,TOR,25,5,3,2,7.7,2.8,0.8,2,40,0,0.2,0,1.2,1.6,75,1,1,2,0.6,0.2,0.4,0.2,1,7.7,0,0,1.8
Grant Williams,BOS,21,17,10,7,10,2.8,0.9,1.5,57.7,0.6,1,58.8,0.4,0.6,70,0.4,1.1,1.5,0.4,0.2,0.1,0.3,1.9,6.1,0,0,0.8
Troy Daniels,DEN,28,6,1,5,5,2.7,1,2,50,0.5,1,50,0.2,0.3,50,0.2,0.3,0.5,0.3,0,0,0,0.3,3.8,0,0,1.8
Doug McDermott,IND,28,4,0,4,13.6,2.5,1,3.8,26.7,0.5,2.5,20,0,0,0,0,0.8,0.8,0.3,0.3,0.3,0,0.8,4.3,0,0,-9
Rayjon Tucker,UTA,22,2,2,0,5.6,2.5,1,2.5,40,0.5,1.5,33.3,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0,-3.5
Mason Plumlee,DEN,30,19,9,10,10.9,2.4,1,2.1,48.7,0,0.1,0,0.4,0.6,66.7,1.6,1.6,3.2,1.3,0.6,0.2,0.4,2.1,9.6,0,0,-0.9
Donta Hall,BKN,22,3,0,3,6.6,2.3,1,1.7,60,0,0,0,0.3,1.3,25,1,0.7,1.7,0,0.3,0,0.7,0.3,6,0,0,-5.7
Michael Kidd-Gilchrist,DAL,26,6,2,4,9.1,2.3,0.7,2.3,28.6,0.3,1.5,22.2,0.7,1,66.7,0.3,0.7,1,0.5,0.2,0.2,0.2,1.3,5.1,0,0,-2.8
T.J. McConnell,IND,28,3,0,3,9.3,2.3,1,2.7,37.5,0,0,0,0.3,0.7,50,0,2,2,2.3,0.7,0,0,1.3,7.6,0,0,-3.3
Quinn Cook,LAL,27,6,6,0,4,2.2,0.8,1.7,50,0.3,0.7,50,0.2,0.2,100,0,0.2,0.2,0.8,0.2,0,0,0.2,3.5,0,0,-5.8
Antonius Cleveland,DAL,26,2,0,2,4.6,2,1,2.5,40,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,4.1,0,0,-3.5
Dion Waiters,LAL,28,5,3,2,7.6,2,0.8,2.4,33.3,0,0.8,0,0.4,0.4,100,0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,4.1,0,0,-1
Edmond Sumner,IND,24,3,0,3,13.5,2,0.7,2.3,28.6,0,1,0,0.7,0.7,100,0.3,1.7,2,0,0.7,0,0,1.7,3.7,0,0,-2
JR Smith,LAL,34,10,9,1,7.5,2,0.7,2.6,26.9,0.6,2.2,27.3,0,0,0,0,0.3,0.3,0.3,0.7,0.2,0,1.1,2.7,0,0,-2.8
Jaylen Adams,POR,24,3,0,3,6.9,2,1,3,33.3,0,1.3,0,0,0,0,0.3,0.7,1,0.7,0,0.3,0,0.3,5.2,0,0,7.3
Josh Reaves,DAL,23,2,0,2,4.6,2,0.5,1.5,33.3,0,0.5,0,1,1,100,0,1,1,0.5,0.5,0,0.5,0.5,5,0,0,-3.5
Robin Lopez,MIL,32,3,2,1,6.9,2,1,1.3,75,0,0,0,0,0,0,0,1.3,1.3,0,0,0,0,0.7,3.6,0,0,-5
Matisse Thybulle,PHI,23,4,0,4,18.8,1.8,0.8,1.8,42.9,0.3,1,25,0,0,0,0.3,1.5,1.8,0.5,0.5,0.8,0.3,1.5,7.1,0,0,-10.3
Solomon Hill,MIA,29,7,3,4,6,1.7,0.7,1.3,55.6,0.3,0.9,33.3,0,0,0,0.1,0.9,1,0.4,0,0.1,0,0.7,4,0,0,1
Semi Ojeleye,BOS,25,13,7,6,9.4,1.6,0.5,2.2,25,0.4,1.8,21.7,0.2,0.2,100,0.2,0.8,0.9,0.1,0.1,0.2,0,0.7,3.5,0,0,-0.7
Rodney McGruder,LAC,28,5,3,2,3.1,1.6,0.6,1,60,0.4,0.6,66.7,0,0,0,0.2,0.6,0.8,0.4,0,0,0,0,3.2,0,0,2.4
Mike Muscala,OKC,28,2,0,2,9.9,1.5,0.5,1,50,0.5,0.5,100,0,0,0,0,2,2,0.5,0,0,0,1,4.7,0,0,-6
Mike Scott,PHI,31,4,0,4,5,1.5,0.3,1.3,20,0,0.5,0,1,1,100,0.5,1.5,2,0.3,0,0,0,0.5,4.3,0,0,0.3
Tacko Fall,BOS,24,2,1,1,1.4,1.5,0.5,0.5,100,0,0,0,0.5,1,50,0,0.5,0.5,0,0,0,0,0,2.1,0,0,-1
Terrance Ferguson,OKC,22,4,2,2,10.4,1.5,0.5,2.8,18.2,0.5,2.5,20,0,0,0,0.3,0.8,1,0.3,0.3,0.3,0,0.8,3.6,0,0,-4.3
Tony Bradley,UTA,22,6,3,3,8.1,1.5,0.3,1.5,22.2,0,0,0,0.8,1.2,71.4,1.7,2.2,3.8,0.2,0.7,0.3,0.3,0.7,7.7,0,0,3.2
Derrick Jones Jr.,MIA,23,15,9,6,6.5,1.5,0.5,1.1,47.1,0.3,0.6,44.4,0.1,0.3,40,0.4,0.4,0.8,0.5,0.1,0.4,0.3,0.8,5.2,0,0,-2.3
Juwan Morgan,UTA,23,7,3,4,12.4,1.4,0.4,1.7,25,0.3,1.4,20,0.3,0.9,33.3,0.9,2.1,3,0.7,0.1,0.3,0,1.6,6.8,0,0,5.1
Romeo Langford,BOS,20,7,6,1,6.5,1.4,0.6,1.4,40,0.1,0.3,50,0.1,0.3,50,0,0.4,0.4,0.3,0.3,0.1,0,0.6,2.5,0,0,1.3
